invoice_date,target_revenue,past_7_revenue,past_31_revenue,past_60_revenue,past_150_revenue,past_30_mean_interactions,past_150_mean_interactions,past_30_mean_views,past_150_mean_views,past_30_mean_invoices,past_150_mean_invoices,past_30_mean_streams,past_150_mean_streams
2019-08-06,738.26,206.40999999999988,206.40999999999988,206.40999999999988,206.40999999999988,106.0,106.0,1111.0,1111.0,2.0,2.0,106.0,106.0
2019-08-07,764.3,206.40999999999988,206.40999999999988,206.40999999999988,206.40999999999988,53.0,53.0,555.5,555.5,1.0,1.0,53.0,53.0
2019-08-08,494.91,475.79999999999984,475.79999999999984,475.79999999999984,475.79999999999984,75.0,75.0,896.0,896.0,1.0,1.0,75.0,75.0
2019-08-09,489.32000000000005,481.3899999999998,481.3899999999998,481.3899999999998,481.3899999999998,58.0,58.0,697.5,697.5,1.0,1.0,58.0,58.0
2019-08-10,489.32000000000005,481.3899999999998,481.3899999999998,481.3899999999998,481.3899999999998,46.4,46.4,558.0,558.0,0.8,0.8,46.4,46.4
2019-08-11,836.34,481.3899999999998,481.3899999999998,481.3899999999998,481.3899999999998,38.666666666666664,38.666666666666664,465.0,465.0,0.6666666666666666,0.6666666666666666,38.666666666666664,38.666666666666664
2019-08-12,836.3399999999999,481.3899999999998,481.3899999999998,481.3899999999998,481.3899999999998,33.142857142857146,33.142857142857146,398.57142857142856,398.57142857142856,0.5714285714285714,0.5714285714285714,33.142857142857146,33.142857142857146
2019-08-13,836.3399999999999,481.38999999999976,481.38999999999976,481.38999999999976,481.38999999999976,29.0,29.0,348.75,348.75,0.5,0.5,29.0,29.0
2019-08-14,836.3399999999999,274.9799999999999,481.38999999999976,481.38999999999976,481.38999999999976,25.77777777777778,25.77777777777778,310.0,310.0,0.4444444444444444,0.4444444444444444,25.77777777777778,25.77777777777778
2019-08-15,629.94,481.3799999999999,687.7899999999997,687.7899999999997,687.7899999999997,23.3,23.3,279.0,279.0,0.5,0.5,23.3,23.3
2019-08-16,629.94,211.99,687.7899999999997,687.7899999999997,687.7899999999997,21.181818181818183,21.181818181818183,253.63636363636363,253.63636363636363,0.45454545454545453,0.45454545454545453,21.181818181818183,21.181818181818183
2019-08-17,995.0900000000001,206.4,687.7899999999997,687.7899999999997,687.7899999999997,19.416666666666668,19.416666666666668,232.5,232.5,0.4166666666666667,0.4166666666666667,19.416666666666668,19.416666666666668
2019-08-18,995.0900000000001,206.4,687.7899999999997,687.7899999999997,687.7899999999997,17.923076923076923,17.923076923076923,214.6153846153846,214.6153846153846,0.38461538461538464,0.38461538461538464,17.923076923076923,17.923076923076923
2019-08-19,995.0900000000001,206.4,687.7899999999997,687.7899999999997,687.7899999999997,16.642857142857142,16.642857142857142,199.28571428571428,199.28571428571428,0.35714285714285715,0.35714285714285715,16.642857142857142,16.642857142857142
2019-08-20,1041.8700000000001,209.35,690.7399999999998,690.7399999999998,690.7399999999998,15.666666666666666,15.666666666666666,186.93333333333334,186.93333333333334,0.4,0.4,15.666666666666666,15.666666666666666
2019-08-21,1041.8700000000001,209.35,690.7399999999998,690.7399999999998,690.7399999999998,14.6875,14.6875,175.25,175.25,0.375,0.375,14.6875,14.6875
2019-08-22,1041.8700000000001,209.35,690.7399999999998,690.7399999999998,690.7399999999998,13.823529411764707,13.823529411764707,164.94117647058823,164.94117647058823,0.35294117647058826,0.35294117647058826,13.823529411764707,13.823529411764707
2019-08-23,919.8900000000001,124.93000000000002,812.7199999999998,812.7199999999998,812.7199999999998,15.61111111111111,15.61111111111111,187.88888888888889,187.88888888888889,0.5,0.5,15.5,15.5
2019-08-24,919.8900000000002,124.93000000000002,812.7199999999998,812.7199999999998,812.7199999999998,14.789473684210526,14.789473684210526,178.0,178.0,0.47368421052631576,0.47368421052631576,14.68421052631579,14.68421052631579
2019-08-25,919.8900000000001,124.93000000000002,812.7199999999998,812.7199999999998,812.7199999999998,14.05,14.05,169.1,169.1,0.45,0.45,13.95,13.95
2019-08-26,919.8900000000001,124.93000000000002,812.7199999999998,812.7199999999998,812.7199999999998,13.380952380952381,13.380952380952381,161.04761904761904,161.04761904761904,0.42857142857142855,0.42857142857142855,13.285714285714286,13.285714285714286
2019-08-27,919.8900000000001,124.93000000000002,812.7199999999998,812.7199999999998,812.7199999999998,12.772727272727273,12.772727272727273,153.72727272727272,153.72727272727272,0.4090909090909091,0.4090909090909091,12.681818181818182,12.681818181818182
2019-08-28,917.1700000000002,124.70000000000002,815.4399999999998,815.4399999999998,815.4399999999998,12.347826086956522,12.347826086956522,147.17391304347825,147.17391304347825,0.43478260869565216,0.43478260869565216,12.26086956521739,12.26086956521739
2019-08-29,917.1700000000001,124.70000000000002,815.4399999999997,815.4399999999997,815.4399999999997,11.833333333333334,11.833333333333334,141.04166666666666,141.04166666666666,0.4166666666666667,0.4166666666666667,11.75,11.75
2019-08-30,917.1700000000001,124.70000000000002,815.4399999999997,815.4399999999997,815.4399999999997,11.36,11.36,135.4,135.4,0.4,0.4,11.28,11.28
2019-08-31,917.1700000000002,2.72,815.4399999999997,815.4399999999997,815.4399999999997,10.923076923076923,10.923076923076923,130.19230769230768,130.19230769230768,0.38461538461538464,0.38461538461538464,10.846153846153847,10.846153846153847
2019-09-01,917.1700000000002,2.72,815.4399999999997,815.4399999999997,815.4399999999997,10.518518518518519,10.518518518518519,125.37037037037037,125.37037037037037,0.37037037037037035,0.37037037037037035,10.444444444444445,10.444444444444445
2019-09-02,1009.0200000000001,2.72,815.4399999999997,815.4399999999997,815.4399999999997,10.142857142857142,10.142857142857142,120.89285714285714,120.89285714285714,0.35714285714285715,0.35714285714285715,10.071428571428571,10.071428571428571
2019-09-03,1076.2,2.72,815.4399999999997,815.4399999999997,815.4399999999997,9.793103448275861,9.793103448275861,116.72413793103448,116.72413793103448,0.3448275862068966,0.3448275862068966,9.724137931034482,9.724137931034482
2019-09-04,1101.5500000000002,2.72,815.4399999999997,815.4399999999997,815.4399999999997,9.466666666666667,9.466666666666667,112.83333333333333,112.83333333333333,0.3333333333333333,0.3333333333333333,9.4,9.4
2019-09-05,972.3200000000002,129.23000000000002,944.6699999999997,944.6699999999997,944.6699999999997,10.838709677419354,10.838709677419354,126.06451612903226,126.06451612903226,0.3870967741935484,0.3870967741935484,10.774193548387096,10.774193548387096
2019-09-06,946.2800000000001,155.27,970.7099999999998,970.7099999999998,970.7099999999998,7.67741935483871,10.75,93.80645161290323,125.59375,0.3548387096774194,0.40625,7.612903225806452,10.6875
