invoice_date,target_revenue,past_7_revenue,past_31_revenue,past_60_revenue,past_150_revenue,past_30_mean_interactions,past_150_mean_interactions,past_30_mean_views,past_150_mean_views,past_30_mean_invoices,past_150_mean_invoices,past_30_mean_streams,past_150_mean_streams
2019-08-01,1815.63,92.83999999999999,92.83999999999999,92.83999999999999,92.83999999999999,34.0,34.0,281.0,281.0,1.0,1.0,34.0,34.0
2019-08-02,1865.5600000000002,194.07999999999996,194.07999999999996,194.07999999999996,194.07999999999996,34.5,34.5,304.0,304.0,1.5,1.5,34.0,34.0
2019-08-03,2024.5400000000002,194.07999999999996,194.07999999999996,194.07999999999996,194.07999999999996,23.0,23.0,202.66666666666666,202.66666666666666,1.0,1.0,22.666666666666668,22.666666666666668
2019-08-04,2024.5400000000002,194.07999999999996,194.07999999999996,194.07999999999996,194.07999999999996,17.25,17.25,152.0,152.0,0.75,0.75,17.0,17.0
2019-08-05,2346.2599999999998,194.07999999999996,194.07999999999996,194.07999999999996,194.07999999999996,13.8,13.8,121.6,121.6,0.6,0.6,13.6,13.6
2019-08-06,2564.5299999999997,194.07999999999996,194.07999999999996,194.07999999999996,194.07999999999996,11.5,11.5,101.33333333333333,101.33333333333333,0.5,0.5,11.333333333333334,11.333333333333334
2019-08-07,2836.2999999999997,215.17999999999995,215.17999999999995,215.17999999999995,215.17999999999995,11.857142857142858,11.857142857142858,106.28571428571429,106.28571428571429,0.5714285714285714,0.5714285714285714,11.714285714285714,11.714285714285714
2019-08-08,2836.2999999999997,215.17999999999995,215.17999999999995,215.17999999999995,215.17999999999995,10.375,10.375,93.0,93.0,0.5,0.5,10.25,10.25
2019-08-09,2772.5999999999995,221.02999999999997,313.86999999999995,313.86999999999995,313.86999999999995,12.222222222222221,12.222222222222221,100.33333333333333,100.33333333333333,0.6666666666666666,0.6666666666666666,12.11111111111111,12.11111111111111
2019-08-10,2772.5999999999995,119.79000000000002,313.86999999999995,313.86999999999995,313.86999999999995,11.0,11.0,90.3,90.3,0.6,0.6,10.9,10.9
2019-08-11,2761.9599999999996,149.49,343.56999999999994,343.56999999999994,343.56999999999994,10.181818181818182,10.181818181818182,82.36363636363636,82.36363636363636,0.6363636363636364,0.6363636363636364,10.090909090909092,10.090909090909092
2019-08-12,2639.9199999999987,306.57,500.6499999999999,500.6499999999999,500.6499999999999,12.416666666666666,12.416666666666666,101.16666666666667,101.16666666666667,0.6666666666666666,0.6666666666666666,12.333333333333334,12.333333333333334
2019-08-13,2848.6299999999987,306.57,500.6499999999999,500.6499999999999,500.6499999999999,11.461538461538462,11.461538461538462,93.38461538461539,93.38461538461539,0.6153846153846154,0.6153846153846154,11.384615384615385,11.384615384615385
2019-08-14,2799.099999999999,360.35,554.43,554.43,554.43,12.714285714285714,12.714285714285714,108.35714285714286,108.35714285714286,0.6428571428571429,0.6428571428571429,12.642857142857142,12.642857142857142
2019-08-15,2649.5299999999993,488.81999999999994,704.0,704.0,704.0,14.933333333333334,14.933333333333334,126.8,126.8,0.7333333333333333,0.7333333333333333,14.666666666666666,14.666666666666666
2019-08-16,2573.209999999999,565.14,780.3199999999999,780.3199999999999,780.3199999999999,16.1875,16.1875,142.375,142.375,0.75,0.75,15.9375,15.9375
2019-08-17,3007.2799999999993,466.45,780.3199999999999,780.3199999999999,780.3199999999999,15.235294117647058,15.235294117647058,134.0,134.0,0.7058823529411765,0.7058823529411765,15.0,15.0
2019-08-18,2950.1,582.41,896.28,896.28,896.28,16.055555555555557,16.055555555555557,140.16666666666666,140.16666666666666,0.7777777777777778,0.7777777777777778,15.722222222222221,15.722222222222221
2019-08-19,3118.9199999999996,552.71,896.28,896.28,896.28,15.210526315789474,15.210526315789474,132.78947368421052,132.78947368421052,0.7368421052631579,0.7368421052631579,14.894736842105264,14.894736842105264
2019-08-20,3296.93,524.6700000000001,1025.3200000000002,1025.3200000000002,1025.3200000000002,16.65,16.65,145.0,145.0,0.8,0.8,16.25,16.25
2019-08-21,3306.45,615.0300000000002,1115.68,1115.68,1115.68,16.952380952380953,16.952380952380953,146.28571428571428,146.28571428571428,0.8571428571428571,0.8571428571428571,16.571428571428573,16.571428571428573
