invoice_date,target_revenue,past_7_revenue,past_31_revenue,past_60_revenue,past_150_revenue,past_30_mean_interactions,past_150_mean_interactions,past_30_mean_views,past_150_mean_views,past_30_mean_invoices,past_150_mean_invoices,past_30_mean_streams,past_150_mean_streams
2019-08-01,2235.33,210.34999999999994,210.34999999999994,210.34999999999994,210.34999999999994,56.0,56.0,478.0,478.0,3.0,3.0,55.0,55.0
2019-08-02,2426.0099999999993,369.4799999999999,369.4799999999999,369.4799999999999,369.4799999999999,56.0,56.0,470.0,470.0,3.0,3.0,55.0,55.0
2019-08-03,2441.649999999999,369.4799999999999,369.4799999999999,369.4799999999999,369.4799999999999,37.333333333333336,37.333333333333336,313.3333333333333,313.3333333333333,2.0,2.0,36.666666666666664,36.666666666666664
2019-08-04,2617.899999999999,381.7399999999999,381.7399999999999,381.7399999999999,381.7399999999999,29.5,29.5,250.0,250.0,1.75,1.75,29.0,29.0
2019-08-05,2561.6899999999996,437.9499999999999,437.9499999999999,437.9499999999999,437.9499999999999,27.4,27.4,235.2,235.2,1.6,1.6,27.0,27.0
2019-08-06,2674.889999999999,467.3899999999999,467.3899999999999,467.3899999999999,467.3899999999999,23.666666666666668,23.666666666666668,201.83333333333334,201.83333333333334,1.5,1.5,23.333333333333332,23.333333333333332
2019-08-07,2704.699999999999,467.3899999999999,467.3899999999999,467.3899999999999,467.3899999999999,20.285714285714285,20.285714285714285,173.0,173.0,1.2857142857142858,1.2857142857142858,20.0,20.0
2019-08-08,2694.749999999999,477.3399999999999,477.3399999999999,477.3399999999999,477.3399999999999,17.875,17.875,151.625,151.625,1.25,1.25,17.625,17.625
2019-08-09,3001.0699999999993,279.93999999999994,490.2899999999999,490.2899999999999,490.2899999999999,16.333333333333332,16.333333333333332,135.88888888888889,135.88888888888889,1.2222222222222223,1.2222222222222223,16.11111111111111,16.11111111111111
2019-08-10,3001.0699999999993,120.81,490.2899999999999,490.2899999999999,490.2899999999999,14.7,14.7,122.3,122.3,1.1,1.1,14.5,14.5
2019-08-11,3025.4699999999993,120.81,490.2899999999999,490.2899999999999,490.2899999999999,13.363636363636363,13.363636363636363,111.18181818181819,111.18181818181819,1.0,1.0,13.181818181818182,13.181818181818182
2019-08-12,3069.9999999999995,138.19,519.93,519.93,519.93,13.166666666666666,13.166666666666666,110.75,110.75,1.0,1.0,13.0,13.0
