invoice_date,target_revenue,past_7_revenue,past_31_revenue,past_60_revenue,past_150_revenue,past_30_mean_interactions,past_150_mean_interactions,past_30_mean_views,past_150_mean_views,past_30_mean_invoices,past_150_mean_invoices,past_30_mean_streams,past_150_mean_streams
2017-11-28,173959.95000000144,13281.120000000281,13281.120000000281,13281.120000000281,13281.120000000281,2953.0,2953.0,12922.0,12922.0,154.0,154.0,1291.0,1291.0
2017-11-29,160736.98000000112,26504.090000000593,26504.090000000593,26504.090000000593,26504.090000000593,3085.0,3085.0,13286.0,13286.0,139.5,139.5,1340.0,1340.0
2017-11-30,147795.48000000085,39445.59000000084,39445.59000000084,39445.59000000084,39445.59000000084,3027.0,3027.0,13938.333333333334,13938.333333333334,141.0,141.0,1332.6666666666667,1332.6666666666667
2017-12-01,138632.41000000085,48608.66000000087,48608.66000000087,48608.66000000087,48608.66000000087,2881.0,2881.0,13366.75,13366.75,130.75,130.75,1304.75,1304.75
2017-12-02,139305.39000000086,49871.94000000087,49871.94000000087,49871.94000000087,49871.94000000087,2378.8,2378.8,11313.6,11313.6,110.8,110.8,1096.4,1096.4
2017-12-03,136137.5500000009,56101.05000000082,56101.05000000082,56101.05000000082,56101.05000000082,2297.0,2297.0,10777.333333333334,10777.333333333334,106.83333333333333,106.83333333333333,1074.3333333333333,1074.3333333333333
2017-12-04,124913.61000000071,68290.84000000102,68290.84000000102,68290.84000000102,68290.84000000102,2352.285714285714,2352.285714285714,10838.0,10838.0,107.28571428571429,107.28571428571429,1106.7142857142858,1106.7142857142858
2017-12-05,118798.36000000073,77183.110000001,77183.110000001,77183.110000001,77183.110000001,2343.625,2343.625,10971.5,10971.5,113.5,113.5,1112.25,1112.25
2017-12-06,109805.04000000068,74788.98000000077,88070.10000000105,88070.10000000105,88070.10000000105,2352.4444444444443,2352.4444444444443,10871.444444444445,10871.444444444445,112.88888888888889,112.88888888888889,1132.2222222222222,1132.2222222222222
2017-12-07,99153.66000000061,72217.39000000051,98721.4800000011,98721.4800000011,98721.4800000011,2357.5,2357.5,10941.5,10941.5,113.2,113.2,1138.2,1138.2
2017-12-08,96259.15000000068,64139.96000000024,103585.55000000108,103585.55000000108,103585.55000000108,2282.7272727272725,2282.7272727272725,10665.181818181818,10665.181818181818,113.54545454545455,113.54545454545455,1114.2727272727273,1114.2727272727273
2017-12-09,109040.96000000073,54976.89000000021,103585.55000000108,103585.55000000108,103585.55000000108,2092.5,2092.5,9776.416666666666,9776.416666666666,104.08333333333333,104.08333333333333,1021.4166666666666,1021.4166666666666
2017-12-10,108007.89000000074,58281.810000000194,108153.75000000106,108153.75000000106,108153.75000000106,2060.6153846153848,2060.6153846153848,9615.538461538461,9615.538461538461,101.53846153846153,101.53846153846153,1014.7692307692307,1014.7692307692307
2017-12-11,96580.48000000045,71150.37000000053,127251.42000000135,127251.42000000135,127251.42000000135,2188.5,2188.5,9989.07142857143,9989.07142857143,102.35714285714286,102.35714285714286,1054.2857142857142,1054.2857142857142
2017-12-12,99036.25000000051,68479.25000000035,136770.09000000136,136770.09000000136,136770.09000000136,2169.0,2169.0,10011.866666666667,10011.866666666667,103.46666666666667,103.46666666666667,1050.6666666666667,1050.6666666666667
2017-12-13,85125.35000000024,75197.15000000063,152380.26000000164,152380.26000000164,152380.26000000164,2229.5,2229.5,10241.6875,10241.6875,103.3125,103.3125,1073.0625,1073.0625
2017-12-14,79121.6100000003,70313.90000000053,158384.0000000016,158384.0000000016,158384.0000000016,2212.705882352941,2212.705882352941,10189.0,10189.0,106.47058823529412,106.47058823529412,1072.4117647058824,1072.4117647058824
2017-12-15,72999.90000000023,69222.54000000055,167944.02000000165,167944.02000000165,167944.02000000165,2186.0,2186.0,9987.222222222223,9987.222222222223,104.5,104.5,1069.0,1069.0
2017-12-16,81679.73000000023,64358.47000000057,167944.02000000165,167944.02000000165,167944.02000000165,2070.9473684210525,2070.9473684210525,9461.578947368422,9461.578947368422,99.0,99.0,1012.7368421052631,1012.7368421052631
2017-12-17,86905.20100000022,66169.98000000058,169755.53000000166,169755.53000000166,169755.53000000166,1996.05,1996.05,9157.55,9157.55,95.9,95.9,983.0,983.0
2017-12-18,88984.03100000024,64252.49000000059,172406.24000000165,172406.24000000165,172406.24000000165,1928.4285714285713,1928.4285714285713,8839.238095238095,8839.238095238095,93.66666666666667,93.66666666666667,956.5238095238095,956.5238095238095
2017-12-19,79131.55100000014,58409.36000000037,185660.78000000172,185660.78000000172,185660.78000000172,1933.1363636363637,1933.1363636363637,8667.272727272728,8667.272727272728,98.5909090909091,98.5909090909091,964.6818181818181,964.6818181818181
2017-12-20,82758.60100000014,50470.98000000036,187241.07000000172,187241.07000000172,187241.07000000172,1863.3478260869565,1863.3478260869565,8337.782608695652,8337.782608695652,95.56521739130434,95.56521739130434,935.1739130434783,935.1739130434783
2017-12-21,82758.60100000014,34860.810000000085,187241.07000000172,187241.07000000172,187241.07000000172,1785.7083333333333,1785.7083333333333,7990.375,7990.375,91.58333333333333,91.58333333333333,896.2083333333334,896.2083333333334
2017-12-22,86676.76100000012,28857.070000000138,187241.07000000172,187241.07000000172,187241.07000000172,1714.28,1714.28,7670.76,7670.76,87.92,87.92,860.36,860.36
2017-12-23,93429.47100000009,19297.050000000076,187241.07000000172,187241.07000000172,187241.07000000172,1648.3461538461538,1648.3461538461538,7375.7307692307695,7375.7307692307695,84.53846153846153,84.53846153846153,827.2692307692307,827.2692307692307
2017-12-24,105760.98100000017,19297.050000000076,187241.07000000172,187241.07000000172,187241.07000000172,1587.2962962962963,1587.2962962962963,7102.555555555556,7102.555555555556,81.4074074074074,81.4074074074074,796.6296296296297,796.6296296296297
